cluster,source_entity,source_field,evidence_status,declared_type,declared_not_null,inline_primary_key,inline_unique,ddl_receipt,annotation_receipt,proposed_contract_field,proposed_type,handling,target_status
communication,campaign,utm_term,declared,string(100),False,False,False,console/migrations/m240407_062424_campaign.php:22,common/models/Campaign.php:18,communication.Campaign.utm_term,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
communication,campaign,utm_uuid,declared,char(60),False,False,False,console/migrations/m240407_062424_campaign.php:22,common/models/Campaign.php:13,communication.Campaign.utm_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,approved,declared,smallInteger(1),True,False,False,console/migrations/m170303_134250_admin_approve_candidate.php:9,common/models/Candidate.php:65,profile.Candidate.approved,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,bank_account_name,declared,string(100),False,False,False,console/migrations/m170307_121642_candidate_phone.php:11,common/models/Candidate.php:27,profile.Candidate.bank_account_name,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,bank_id,declared,integer(11),False,False,False,console/migrations/m170306_112515_candiate_bank.php:9,common/models/Candidate.php:24,profile.Candidate.bank_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_address_line1,declared,text(),False,False,False,console/migrations/m170529_071050_candidate_address_line1.php:9,common/models/Candidate.php:43,profile.Candidate.candidate_address_line1,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_area_uuid,declared,string(60),False,False,False,console/migrations/m200922_070412_candidate_location.php:33,common/models/Candidate.php:44,profile.Candidate.candidate_area_uuid,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_auth_key,declared,string(32),False,False,False,console/migrations/m200724_100421_email_verification.php:40,common/models/Candidate.php:56,profile.Candidate.candidate_auth_key,ExcludedCredential,DROP; synthetic auth only,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_birth_date,declared,date(),False,False,False,console/migrations/m200724_100421_email_verification.php:35,common/models/Candidate.php:47,profile.Candidate.candidate_birth_date,LocalDate,preserve relative dates with coherent synthetic calendar; invalid date HOLD,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_civil_expiry_date,declared,date(),False,False,False,console/migrations/m200724_100421_email_verification.php:38,common/models/Candidate.php:49,profile.Candidate.candidate_civil_expiry_date,LocalDate,preserve relative dates with coherent synthetic calendar; invalid date HOLD,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_civil_id,declared,string(),False,False,True,console/migrations/m200724_100421_email_verification.php:37,common/models/Candidate.php:48,profile.Candidate.candidate_civil_id,ProtectedIdentifier,replace with dataset-local synthetic value; never use for identity joins or public hashes,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_civil_need_verification,declared,boolean(),False,False,False,console/migrations/m240528_164946_candidate_civil_need_verification.php:15,common/models/Candidate.php:52,profile.Candidate.candidate_civil_need_verification,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_civil_photo_back,declared,string(),False,False,False,console/migrations/m170429_161602_civil_photo_type.php:10,common/models/Candidate.php:51,profile.Candidate.candidate_civil_photo_back,DocumentReference,substitute bytes; private owner/type/version; unsupported type HOLD,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_civil_photo_front,declared,string(),False,False,False,console/migrations/m170429_161602_civil_photo_type.php:9,common/models/Candidate.php:50,profile.Candidate.candidate_civil_photo_front,DocumentReference,substitute bytes; private owner/type/version; unsupported type HOLD,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_committed,declared,boolean(),True,False,False,console/migrations/m201105_063330_candidate_committed.php:16,common/models/Candidate.php:62,profile.Candidate.candidate_committed,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_created_at,declared,datetime(),True,False,False,console/migrations/m130524_201442_init.php:58,common/models/Candidate.php:70,profile.Candidate.candidate_created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_driving_license,declared,boolean(),False,False,False,console/migrations/m200729_094528_candidate_fields.php:15,common/models/Candidate.php:53,profile.Candidate.candidate_driving_license,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_email,declared,string(),True,False,True,console/migrations/m130524_201442_init.php:58,common/models/Candidate.php:38,profile.Candidate.candidate_email,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_email_verification,declared,boolean(),False,False,False,console/migrations/m200724_100421_email_verification.php:32,common/models/Candidate.php:40,profile.Candidate.candidate_email_verification,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_gender,declared,integer(),False,False,False,console/migrations/m200729_094528_candidate_fields.php:17,common/models/Candidate.php:31,profile.Candidate.candidate_gender,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_hourly_rate,declared,"decimal(7,3)",False,False,False,console/migrations/m200724_100421_email_verification.php:39,common/models/Candidate.php:55,profile.Candidate.candidate_hourly_rate,MoneyDecimal,exact rate/amount with explicit currency and effective period,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_iban,declared,string(100),False,False,False,console/migrations/m170306_112515_candiate_bank.php:26,common/models/Candidate.php:28,profile.Candidate.candidate_iban,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_id,declared,primaryKey(),False,True,False,console/migrations/m130524_201442_init.php:58,common/models/Candidate.php:20,profile.Candidate.candidate_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_intro,declared,text(),False,False,False,console/migrations/m230522_104706_tagline.php:15,common/models/Candidate.php:33,profile.Candidate.candidate_intro,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_job_search_status,declared,tinyInteger(),False,False,False,console/migrations/m200807_134023_candidate_job_search.php:15,common/models/Candidate.php:60,profile.Candidate.candidate_job_search_status,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_job_search_updated_at,declared,dateTime(),False,False,False,console/migrations/m250319_114516_job_search_timestamp.php:15,common/models/Candidate.php:61,profile.Candidate.candidate_job_search_updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_language_pref,declared,char(2),False,False,False,console/migrations/m200722_135609_candidate_language.php:16,common/models/Candidate.php:59,profile.Candidate.candidate_language_pref,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_latitude,declared,"decimal(9,6)",False,False,False,console/migrations/m200922_070412_candidate_location.php:34,common/models/Candidate.php:45,profile.Candidate.candidate_latitude,Coordinate,synthetic coordinates; preserve paired start/end and valid/missing classes,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_limit_email,declared,dateTime(),False,False,False,console/migrations/m200724_100421_email_verification.php:33,common/models/Candidate.php:41,profile.Candidate.candidate_limit_email,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_longitude,declared,"decimal(9,6)",False,False,False,console/migrations/m200922_070412_candidate_location.php:35,common/models/Candidate.php:46,profile.Candidate.candidate_longitude,Coordinate,synthetic coordinates; preserve paired start/end and valid/missing classes,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_mom_kuwaiti,declared,boolean(),False,False,False,console/migrations/m201106_074724_candidate_mom_kuwaiti_field.php:15,common/models/Candidate.php:66,profile.Candidate.candidate_mom_kuwaiti,ExactInteger,synthetic bounded values; range and null checks,PROPOSED; runtime schema and semantic acceptance unverified
profile,candidate,candidate_name,declared,string(),True,False,False,console/migrations/m130524_201442_init.php:58,common/models/Candidate.php:29,profile.Candidate.candidate_name,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
